DateKey,CalendarYear,CalendarYearLabel,CalendarHalfYearLabel,CalendarQuarterLabel,CalendarMonthLabel,CalendarWeekLabel,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYearLabel,FiscalQuarterLabel,FiscalMonthLabel,IsWorkDay,IsHoliday,EuropeSeason,NorthAmericaSeason,AsiaSeason,MonthNumber,CalendarDayOfWeekNumber
2008-09-09,2008,Year 2008,H2,Q3,September,Week 37,Tuesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2008-09-10,2008,Year 2008,H2,Q3,September,Week 37,Wednesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2008-09-11,2008,Year 2008,H2,Q3,September,Week 37,Thursday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2008-09-12,2008,Year 2008,H2,Q3,September,Week 37,Friday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2008-09-13,2008,Year 2008,H2,Q3,September,Week 37,Saturday,2008,FiscalYear 2008,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2008-09-14,2008,Year 2008,H2,Q3,September,Week 38,Sunday,2008,FiscalYear 2008,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2008-09-15,2008,Year 2008,H2,Q3,September,Week 38,Monday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2008-09-16,2008,Year 2008,H2,Q3,September,Week 38,Tuesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2008-09-17,2008,Year 2008,H2,Q3,September,Week 38,Wednesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2008-09-18,2008,Year 2008,H2,Q3,September,Week 38,Thursday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2008-09-19,2008,Year 2008,H2,Q3,September,Week 38,Friday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2008-09-20,2008,Year 2008,H2,Q3,September,Week 38,Saturday,2008,FiscalYear 2008,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2008-09-21,2008,Year 2008,H2,Q3,September,Week 39,Sunday,2008,FiscalYear 2008,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2008-09-22,2008,Year 2008,H2,Q3,September,Week 39,Monday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2008-09-23,2008,Year 2008,H2,Q3,September,Week 39,Tuesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2008-09-24,2008,Year 2008,H2,Q3,September,Week 39,Wednesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2008-09-25,2008,Year 2008,H2,Q3,September,Week 39,Thursday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2008-09-26,2008,Year 2008,H2,Q3,September,Week 39,Friday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2008-09-27,2008,Year 2008,H2,Q3,September,Week 39,Saturday,2008,FiscalYear 2008,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2008-09-28,2008,Year 2008,H2,Q3,September,Week 40,Sunday,2008,FiscalYear 2008,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2008-09-29,2008,Year 2008,H2,Q3,September,Week 40,Monday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2008-09-30,2008,Year 2008,H2,Q3,September,Week 40,Tuesday,2008,FiscalYear 2008,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2008-10-01,2008,Year 2008,H2,Q4,October,Week 40,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2008-10-02,2008,Year 2008,H2,Q4,October,Week 40,Thursday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2008-10-03,2008,Year 2008,H2,Q4,October,Week 40,Friday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2008-10-04,2008,Year 2008,H2,Q4,October,Week 40,Saturday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2008-10-05,2008,Year 2008,H2,Q4,October,Week 41,Sunday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2008-10-06,2008,Year 2008,H2,Q4,October,Week 41,Monday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2008-10-07,2008,Year 2008,H2,Q4,October,Week 41,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2008-10-08,2008,Year 2008,H2,Q4,October,Week 41,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2008-10-09,2008,Year 2008,H2,Q4,October,Week 41,Thursday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2008-10-10,2008,Year 2008,H2,Q4,October,Week 41,Friday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2008-10-11,2008,Year 2008,H2,Q4,October,Week 41,Saturday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2008-10-12,2008,Year 2008,H2,Q4,October,Week 42,Sunday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2008-10-13,2008,Year 2008,H2,Q4,October,Week 42,Monday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2008-10-14,2008,Year 2008,H2,Q4,October,Week 42,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2008-10-15,2008,Year 2008,H2,Q4,October,Week 42,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2008-10-16,2008,Year 2008,H2,Q4,October,Week 42,Thursday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2008-10-17,2008,Year 2008,H2,Q4,October,Week 42,Friday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2008-10-18,2008,Year 2008,H2,Q4,October,Week 42,Saturday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2008-10-19,2008,Year 2008,H2,Q4,October,Week 43,Sunday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2008-10-20,2008,Year 2008,H2,Q4,October,Week 43,Monday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2008-10-21,2008,Year 2008,H2,Q4,October,Week 43,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2008-10-22,2008,Year 2008,H2,Q4,October,Week 43,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2008-10-23,2008,Year 2008,H2,Q4,October,Week 43,Thursday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2008-10-24,2008,Year 2008,H2,Q4,October,Week 43,Friday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2008-10-25,2008,Year 2008,H2,Q4,October,Week 43,Saturday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2008-10-26,2008,Year 2008,H2,Q4,October,Week 44,Sunday,2008,FiscalYear 2008,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2008-10-27,2008,Year 2008,H2,Q4,October,Week 44,Monday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2008-10-28,2008,Year 2008,H2,Q4,October,Week 44,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2008-10-29,2008,Year 2008,H2,Q4,October,Week 44,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2008-10-30,2008,Year 2008,H2,Q4,October,Week 44,Thursday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2008-10-31,2008,Year 2008,H2,Q4,October,Week 44,Friday,2008,FiscalYear 2008,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2008-11-01,2008,Year 2008,H2,Q4,November,Week 44,Saturday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
2008-11-02,2008,Year 2008,H2,Q4,November,Week 45,Sunday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
2008-11-03,2008,Year 2008,H2,Q4,November,Week 45,Monday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
2008-11-04,2008,Year 2008,H2,Q4,November,Week 45,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
2008-11-05,2008,Year 2008,H2,Q4,November,Week 45,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
2008-11-06,2008,Year 2008,H2,Q4,November,Week 45,Thursday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
2008-11-07,2008,Year 2008,H2,Q4,November,Week 45,Friday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
2008-11-08,2008,Year 2008,H2,Q4,November,Week 45,Saturday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
2008-11-09,2008,Year 2008,H2,Q4,November,Week 46,Sunday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
2008-11-10,2008,Year 2008,H2,Q4,November,Week 46,Monday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
2008-11-11,2008,Year 2008,H2,Q4,November,Week 46,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
2008-11-12,2008,Year 2008,H2,Q4,November,Week 46,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
2008-11-13,2008,Year 2008,H2,Q4,November,Week 46,Thursday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
2008-11-14,2008,Year 2008,H2,Q4,November,Week 46,Friday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
2008-11-15,2008,Year 2008,H2,Q4,November,Week 46,Saturday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
2008-11-16,2008,Year 2008,H2,Q4,November,Week 47,Sunday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
2008-11-17,2008,Year 2008,H2,Q4,November,Week 47,Monday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
2008-11-18,2008,Year 2008,H2,Q4,November,Week 47,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
2008-11-19,2008,Year 2008,H2,Q4,November,Week 47,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
2008-11-20,2008,Year 2008,H2,Q4,November,Week 47,Thursday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
2008-11-21,2008,Year 2008,H2,Q4,November,Week 47,Friday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
2008-11-22,2008,Year 2008,H2,Q4,November,Week 47,Saturday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
2008-11-23,2008,Year 2008,H2,Q4,November,Week 48,Sunday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
2008-11-24,2008,Year 2008,H2,Q4,November,Week 48,Monday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
2008-11-25,2008,Year 2008,H2,Q4,November,Week 48,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
2008-11-26,2008,Year 2008,H2,Q4,November,Week 48,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
2008-11-27,2008,Year 2008,H2,Q4,November,Week 48,Thursday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
2008-11-28,2008,Year 2008,H2,Q4,November,Week 48,Friday,2008,FiscalYear 2008,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
2008-11-29,2008,Year 2008,H2,Q4,November,Week 48,Saturday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
2008-11-30,2008,Year 2008,H2,Q4,November,Week 49,Sunday,2008,FiscalYear 2008,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
2008-12-01,2008,Year 2008,H2,Q4,December,Week 49,Monday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
2008-12-02,2008,Year 2008,H2,Q4,December,Week 49,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
2008-12-03,2008,Year 2008,H2,Q4,December,Week 49,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
2008-12-04,2008,Year 2008,H2,Q4,December,Week 49,Thursday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
2008-12-05,2008,Year 2008,H2,Q4,December,Week 49,Friday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
2008-12-06,2008,Year 2008,H2,Q4,December,Week 49,Saturday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
2008-12-07,2008,Year 2008,H2,Q4,December,Week 50,Sunday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
2008-12-08,2008,Year 2008,H2,Q4,December,Week 50,Monday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
2008-12-09,2008,Year 2008,H2,Q4,December,Week 50,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
2008-12-10,2008,Year 2008,H2,Q4,December,Week 50,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
2008-12-11,2008,Year 2008,H2,Q4,December,Week 50,Thursday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
2008-12-12,2008,Year 2008,H2,Q4,December,Week 50,Friday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
2008-12-13,2008,Year 2008,H2,Q4,December,Week 50,Saturday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
2008-12-14,2008,Year 2008,H2,Q4,December,Week 51,Sunday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
2008-12-15,2008,Year 2008,H2,Q4,December,Week 51,Monday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
2008-12-16,2008,Year 2008,H2,Q4,December,Week 51,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
2008-12-17,2008,Year 2008,H2,Q4,December,Week 51,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
2008-12-18,2008,Year 2008,H2,Q4,December,Week 51,Thursday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
2008-12-19,2008,Year 2008,H2,Q4,December,Week 51,Friday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
2008-12-20,2008,Year 2008,H2,Q4,December,Week 51,Saturday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
2008-12-21,2008,Year 2008,H2,Q4,December,Week 52,Sunday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
2008-12-22,2008,Year 2008,H2,Q4,December,Week 52,Monday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
2008-12-23,2008,Year 2008,H2,Q4,December,Week 52,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
2008-12-24,2008,Year 2008,H2,Q4,December,Week 52,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
2008-12-25,2008,Year 2008,H2,Q4,December,Week 52,Thursday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
2008-12-26,2008,Year 2008,H2,Q4,December,Week 52,Friday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
2008-12-27,2008,Year 2008,H2,Q4,December,Week 52,Saturday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
2008-12-28,2008,Year 2008,H2,Q4,December,Week 53,Sunday,2008,FiscalYear 2008,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
2008-12-29,2008,Year 2008,H2,Q4,December,Week 53,Monday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
2008-12-30,2008,Year 2008,H2,Q4,December,Week 53,Tuesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
2008-12-31,2008,Year 2008,H2,Q4,December,Week 53,Wednesday,2008,FiscalYear 2008,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
2009-01-01,2009,Year 2009,H1,Q1,January,Week 1,Thursday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,4
2009-01-02,2009,Year 2009,H1,Q1,January,Week 1,Friday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,5
2009-01-03,2009,Year 2009,H1,Q1,January,Week 1,Saturday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,6
2009-01-04,2009,Year 2009,H1,Q1,January,Week 2,Sunday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,7
2009-01-05,2009,Year 2009,H1,Q1,January,Week 2,Monday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,1
2009-01-06,2009,Year 2009,H1,Q1,January,Week 2,Tuesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,2
2009-01-07,2009,Year 2009,H1,Q1,January,Week 2,Wednesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,3
2009-01-08,2009,Year 2009,H1,Q1,January,Week 2,Thursday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,4
2009-01-09,2009,Year 2009,H1,Q1,January,Week 2,Friday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,5
2009-01-10,2009,Year 2009,H1,Q1,January,Week 2,Saturday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,6
2009-01-11,2009,Year 2009,H1,Q1,January,Week 3,Sunday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,7
2009-01-12,2009,Year 2009,H1,Q1,January,Week 3,Monday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,1
2009-01-13,2009,Year 2009,H1,Q1,January,Week 3,Tuesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,2
2009-01-14,2009,Year 2009,H1,Q1,January,Week 3,Wednesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,3
2009-01-15,2009,Year 2009,H1,Q1,January,Week 3,Thursday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,4
2009-01-16,2009,Year 2009,H1,Q1,January,Week 3,Friday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,5
2009-01-17,2009,Year 2009,H1,Q1,January,Week 3,Saturday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,6
2009-01-18,2009,Year 2009,H1,Q1,January,Week 4,Sunday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,7
2009-01-19,2009,Year 2009,H1,Q1,January,Week 4,Monday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,1
2009-01-20,2009,Year 2009,H1,Q1,January,Week 4,Tuesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,2
2009-01-21,2009,Year 2009,H1,Q1,January,Week 4,Wednesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,3
2009-01-22,2009,Year 2009,H1,Q1,January,Week 4,Thursday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,4
2009-01-23,2009,Year 2009,H1,Q1,January,Week 4,Friday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,5
2009-01-24,2009,Year 2009,H1,Q1,January,Week 4,Saturday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,6
2009-01-25,2009,Year 2009,H1,Q1,January,Week 5,Sunday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,7
2009-01-26,2009,Year 2009,H1,Q1,January,Week 5,Monday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,1
2009-01-27,2009,Year 2009,H1,Q1,January,Week 5,Tuesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,2
2009-01-28,2009,Year 2009,H1,Q1,January,Week 5,Wednesday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,3
2009-01-29,2009,Year 2009,H1,Q1,January,Week 5,Thursday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,4
2009-01-30,2009,Year 2009,H1,Q1,January,Week 5,Friday,2009,FiscalYear 2009,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,5
2009-01-31,2009,Year 2009,H1,Q1,January,Week 5,Saturday,2009,FiscalYear 2009,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,6
2009-02-01,2009,Year 2009,H1,Q1,February,Week 6,Sunday,2009,FiscalYear 2009,H1,Q1,Month 2,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,2,7
2009-02-02,2009,Year 2009,H1,Q1,February,Week 6,Monday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,1
2009-02-03,2009,Year 2009,H1,Q1,February,Week 6,Tuesday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,2
2009-02-04,2009,Year 2009,H1,Q1,February,Week 6,Wednesday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,3
2009-02-05,2009,Year 2009,H1,Q1,February,Week 6,Thursday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,4
2009-02-06,2009,Year 2009,H1,Q1,February,Week 6,Friday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,5
2009-02-07,2009,Year 2009,H1,Q1,February,Week 6,Saturday,2009,FiscalYear 2009,H1,Q1,Month 2,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,2,6
2009-02-08,2009,Year 2009,H1,Q1,February,Week 7,Sunday,2009,FiscalYear 2009,H1,Q1,Month 2,WeekEnd,Yes,Spring/Business,Spring/Back to Business,Spring/Back to School,2,7
2009-02-09,2009,Year 2009,H1,Q1,February,Week 7,Monday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,1
2009-02-10,2009,Year 2009,H1,Q1,February,Week 7,Tuesday,2009,FiscalYear 2009,H1,Q1,Month 2,WorkDay,No,Spring/Business,Spring/Back to Business,Spring/Back to School,2,2
